COUNTRY,CHAMBER,GENDER,AGE,PROFESSION,,CODING ,
Czech Republic,UPPER,M,59,Medical doctor,,3,
Czech Republic,UPPER,M,62,Head of agricultural cooperative farm,,5,
Czech Republic,UPPER,M,57,Head of a cultural centre,,5,
Czech Republic,UPPER,M,57,Mayor,,1,
Czech Republic,UPPER,F,52,Primary school principal,,4,
Czech Republic,UPPER,M,43,Head of an educational institute,,4,
Czech Republic,UPPER,M,61,Medical doctor,,3,
Czech Republic,UPPER,M,55,Historian,,5,
Czech Republic,UPPER,M,62,Constructor,,5,
Czech Republic,UPPER,M,54,Mayor,,1,
Czech Republic,UPPER,M,56,Mayor,,1,
Czech Republic,UPPER,M,56,Regional politician,,1,
Czech Republic,UPPER,F,49,Mayor,,1,
Czech Republic,UPPER,M,58,Deputy Mayor,,1,
Czech Republic,UPPER,M,54,Member of Parliament,,1,
Czech Republic,UPPER,M,62,Electrical engineer,,3,
Czech Republic,UPPER,M,66,Mayor,,1,
Czech Republic,UPPER,M,55,University chancellot,,4,
Czech Republic,UPPER,M,64,Mayor,,1,
Czech Republic,UPPER,M,58,Mayor,,1,
Czech Republic,UPPER,M,71,Medical doctor,,3,
Czech Republic,UPPER,M,57,Mayor,,1,
Czech Republic,UPPER,M,58,Mayor,,1,
Czech Republic,UPPER,M,54,Mayor,,1,
Czech Republic,UPPER,M,58,Manager,,2,
Czech Republic,UPPER,M,54,Tax advisor,,5,
Czech Republic,UPPER,M,59,District administrator,,1,
Czech Republic,UPPER,F,64,Immunologist,,5,
Czech Republic,UPPER,F,61,Deputy mayor,,1,
Czech Republic,UPPER,M,48,Regional politician,,1,
Czech Republic,UPPER,M,71,"Political scientist, historian",,5,
Czech Republic,UPPER,M,62,Psychologist,,5,
Czech Republic,UPPER,M,46,Racing cyclist,,5,
Czech Republic,UPPER,F,63,Mayor,,1,
Czech Republic,UPPER,F,53,Mayor,,1,
Czech Republic,UPPER,M,52,Mayor,,1,
Czech Republic,UPPER,M,54,Medical doctor,,3,
Czech Republic,UPPER,F,54,Deputy mayor,,1,
Czech Republic,UPPER,M,48,Medical doctor,,3,
Czech Republic,UPPER,M,67,Medical doctor,,3,
Czech Republic,UPPER,M,47,Deputy mayor,,1,
Czech Republic,UPPER,M,45,Medical doctor,,3,
Czech Republic,UPPER,M,48,Mayor,,1,
Czech Republic,UPPER,M,53,Mayor,,1,
Czech Republic,UPPER,M,60,Mayor,,1,
Czech Republic,UPPER,M,55,Entrepreneur,,2,
Czech Republic,UPPER,M,63,Scientist,,5,
Czech Republic,UPPER,M,55,Trade unionist,,5,
Czech Republic,UPPER,M,58,Trade unionist,,5,
Czech Republic,UPPER,M,68,Journalist,,5,
Czech Republic,UPPER,M,60,Regional politician,,1,
Czech Republic,UPPER,F,60,Regional politician,,1,
Czech Republic,UPPER,M,57,District administrator,,1,
Czech Republic,UPPER,M,61,Actor,,5,
Czech Republic,UPPER,M,53,Medical doctor,,3,
Czech Republic,UPPER,M,67,Mayor,,1,
Czech Republic,UPPER,M,48,Mayor,,1,
Czech Republic,UPPER,M,64,Medical doctor,,3,
Czech Republic,UPPER,M,49,Diplomat,,1,
Czech Republic,UPPER,F,46,Mayor,,1,
Czech Republic,UPPER,M,51,University professor,,4,
Czech Republic,UPPER,F,58,Deputy mayor,,1,
Czech Republic,UPPER,M,57,Medical doctor,,3,
Djibouti,UNICAMERAL,M,66,Fonctionnaire,,1,
Djibouti,UNICAMERAL,M,61,Secrétaire général du Croissant rouge Djiboutien,,5,
Djibouti,UNICAMERAL,M,39,Professeur et Principal des collèges,,4,
Djibouti,UNICAMERAL,M,51,Infirmier Major,,5,
Djibouti,UNICAMERAL,M,60,Directeur général de l’Office National des Eaux et de l’Assainissement de Djibouti (ONEAD),,1,
Djibouti,UNICAMERAL,M,50,Fonctionnaire  (Electricité de Djibouti) ,,1,
Djibouti,UNICAMERAL,M,44,Infirmier Major,,5,
Djibouti,UNICAMERAL,M,51,Adjoint commandant du Port,,5,
Djibouti,UNICAMERAL,M,74,Conseiller technique et Représentant de Djibouti au Conseil exécutif  Organisation Arabe pour la Science et la Culture (Alesco)Représentant de Djibouti au Conseil exécutif  Organisation Islamique pour la Science et la Culture (ISESCO),,5,
Djibouti,UNICAMERAL,M,70,Consultant Financier,,2,
Djibouti,UNICAMERAL,M,80,Fonctionnaire retraité (Electricité de Djibouti) ,,1,
Djibouti,UNICAMERAL,M,41,Entrepreneur,,2,
Djibouti,UNICAMERAL,F,52,Fonctionnaire parlementaire,,1,
Djibouti,UNICAMERAL,F,46,Cadre en Questions de Genre du Programme des Nations Unies pour le Développement (PNUD),,1,
Djibouti,UNICAMERAL,M,64,Attaché diplomatique du Président de la République. ,,1,
Djibouti,UNICAMERAL,M,60,Fonctionnaire retraité de la Force Nationale de Police,,1,
Djibouti,UNICAMERAL,M,60,Avocat (ancien Bâtonnier de l’Ordre des Avocats) ,,3,
Djibouti,UNICAMERAL,M,58,Cadre du Port International de Djibouti,,5,
Djibouti,UNICAMERAL,M,61,Fonctionnaire supérieur de santé ,,1,
Djibouti,UNICAMERAL,M,35,Professeur d’Université,,4,
Djibouti,UNICAMERAL,M,61,Chef de service de vente et des relations publiques dans une Holding,,5,
Djibouti,UNICAMERAL,M,46,Chef de secteur Dikhil de la Direction de l’Office National des Eaux de Djibouti,,1,
Djibouti,UNICAMERAL,M,36,Fonctionnaire,,1,
Djibouti,UNICAMERAL,M,57,Entrepreneur en travaux publics,,2,
Djibouti,UNICAMERAL,F,45,Journaliste et Secrétaire générale adjointe de l’Union nationale des Femmes Djiboutiennes,,5,
Djibouti,UNICAMERAL,F,34,Institutrice,,4,
Djibouti,UNICAMERAL,M,53,Diplomate,,1,
Djibouti,UNICAMERAL,M,66,Entrepreneur des travaux Publics,,2,
Djibouti,UNICAMERAL,M,55,"Directeur de la Sûreté et de sécurité de l’Aéroport International de Djibouti (spécialiste de sûreté et formateur en matière de sûreté, de sécurité de l’Aéroport de Djibouti)",,1,
Djibouti,UNICAMERAL,M,66,Haut fonctionnaire retraité du Ministère des Transports,,1,
Djibouti,UNICAMERAL,M,69,Directeur de l’Office de Poste et de Télécommunication (Carrière professionnelle de l’OPT),,1,
Djibouti,UNICAMERAL,M,64,Cadre supérieur,,5,
Djibouti,UNICAMERAL,F,39,Avocate au Barreau de Djibouti,,3,
Djibouti,UNICAMERAL,F,57,Cadre de Direction à la Préfecture de Tadjourah ,,1,
Djibouti,UNICAMERAL,F,51,Cadre de Direction à l’Office National des Eaux et de l’Assainissement de Djibouti (ONEAD),,1,
Djibouti,UNICAMERAL,M,57,Médiateur de la République,,1,
Djibouti,UNICAMERAL,M,68,Cadre supérieur retraité de la Compagnie des Chemins de fer et Membre du Syndicat du  Conseil Général de Travailleurs Djiboutiens (CGTD),,5,
Djibouti,UNICAMERAL,M,54,Cadre dans la structure pénitentiaire,,1,
Djibouti,UNICAMERAL,M,58,Inspecteur des finances,,1,
Djibouti,UNICAMERAL,M,56,Manipulateur en Radiologie (Diplômé d’Etat),,5,
Djibouti,UNICAMERAL,M,55,Fonctionnaire,,1,
Djibouti,UNICAMERAL,M,66,"Directeur Général « Air  Djibouti », Conseiller technique « Education Nationale »",,5,
Djibouti,UNICAMERAL,M,49,Fonctionnaire au Ministère de la Santé publique,,1,
Djibouti,UNICAMERAL,M,53,"Journaliste, présentateur, producteur et reporteur d’image à la Radio Télévision de Djibouti (RTD)",,5,
Djibouti,UNICAMERAL,F,38,Secrétaire de l’Etat civil de la Préfecture de Dikhil,,1,
Djibouti,UNICAMERAL,M,60,Directeur de l’Office National d’Approvisionnement et de Commercialisation (ONAC)(ONAC),,1,
Djibouti,UNICAMERAL,M,67,Comptable,,3,
Djibouti,UNICAMERAL,M,47,Fonctionnaire au Ministère de la Jeunesse  et des Sports,,1,
Djibouti,UNICAMERAL,M,64,Fonctionnaire retraité,,1,
Djibouti,UNICAMERAL,M,42,Rédacteur en chef du journal  « la Nation »,,5,
Djibouti,UNICAMERAL,M,68,Directeur de la Prison civile de Gabode,,1,
Djibouti,UNICAMERAL,M,40,Cadre Administratif au Ministère de la Justice,,1,
Djibouti,UNICAMERAL,M,69,Fonctionnaire,,1,
Djibouti,UNICAMERAL,M,54,Cadre supérieur de Djibouti Telecom,,5,
Djibouti,UNICAMERAL,M,37,Homme d’affaires,,2,
Djibouti,UNICAMERAL,M,65,"Ingénieur météorologiste à la retraite, Homme d’affaires",,3,
Djibouti,UNICAMERAL,M,51,Ancien chef du Personnel de l’ex-police nationaleAncien conseiller technique au ministère de l’intérieur,,1,
Djibouti,UNICAMERAL,M,50,Chef de poste Administratif de Dorra,,5,
Djibouti,UNICAMERAL,M,54,Cadre de recouvrement auprès du Ministère des Finances (Agence comptable),,1,
Djibouti,UNICAMERAL,M,56,Fonctionnaire,,1,
Djibouti,UNICAMERAL,F,48,"Directrice département santé Mère Enfant (Ministère de la Santé), Médaille d’Honneur par l’UNFPA en 1995",,1,
Djibouti,UNICAMERAL,M,50,Directeur  de la Caisse de la Protection Sociale (CPS)/ Service Médical Interentreprises (SMI),,1,
Djibouti,UNICAMERAL,M,61,Fondateur et 1er Président de l’Association PARE  de Balbala.  Fondateur de la Coordination des Associations de Balbala,,5,
Djibouti,UNICAMERAL,M,43,Homme d’affaires,,2,
Djibouti,UNICAMERAL,M,58,Fonctionnaire retraité de l’électricité de Djibouti ,,1,
Finland,UNICAMERAL,M,65,Project worker,,5,
Finland,UNICAMERAL,M,55,Managing director,,2,
Finland,UNICAMERAL,M,67,"Doctor of Medicine and Surgery,Expert for a Mutual Pension Insurance Company  ",,3,
Finland,UNICAMERAL,F,44,Researcher,,4,
Finland,UNICAMERAL,M,59,"Music artis, composer, lyricist, entrepreneur",,5,
Finland,UNICAMERAL,F,40,Dance teacher,,5,
Finland,UNICAMERAL,F,67,Assistant financial manager,,2,
Finland,UNICAMERAL,M,34,MP's personal assistant,,1,
Finland,UNICAMERAL,M,40,"Student, sports instructor ",,5,
Finland,UNICAMERAL,F,71,"Chief physician, Professor of of Plastic Surgery ",,3,
Finland,UNICAMERAL,M,56,"Actor, director, playwrightr, entrepreneur",,5,
Finland,UNICAMERAL,M,46,"Farmer, entrepreneur",,2,
Finland,UNICAMERAL,F,46,Legal adviser of the Green parliamentary group,,1,
Finland,UNICAMERAL,F,42,Party secretary of the Social Democratic Party,,1,
Finland,UNICAMERAL,F,47,Press officer,,5,
Finland,UNICAMERAL,F,38,Class teacher,,4,
Finland,UNICAMERAL,F,44,Special Adviser to the Minister of Health and Social Services,,1,
Finland,UNICAMERAL,M,64,Principal,,4,
Finland,UNICAMERAL,F,42,Freelance reporter,,5,
Finland,UNICAMERAL,M,52,"European Union’s Special Representative for Sudan and Darfur, UN Senior Advisor in the Darfur peace process",,1,
Finland,UNICAMERAL,M,43,Unit director of city police department,,5,
Finland,UNICAMERAL,F,47,Managing director,,2,
Finland,UNICAMERAL,M,48,Farmer,,2,
Finland,UNICAMERAL,F,36,Head nurse,,5,
Finland,UNICAMERAL,M,36,Class teacher,,4,
Finland,UNICAMERAL,M,55,Party secretary of the Social Democratic Party,,1,
Finland,UNICAMERAL,M,55,"Police officer, Farmer",,5,
Finland,UNICAMERAL,F,49,Lecturer of English and German languages,,4,
Finland,UNICAMERAL,F,47,Bank lawyer,,3,
Finland,UNICAMERAL,F,70,Managing director,,2,
Finland,UNICAMERAL,F,46,"Business secretary, entrepreneur",,2,
Finland,UNICAMERAL,M,53,Forest Management advisor,,5,
Finland,UNICAMERAL,F,38,"Student, EU specialist training ",,5,
Finland,UNICAMERAL,F,59,Planner,,5,
Finland,UNICAMERAL,M,49,Managing Director,,2,
Finland,UNICAMERAL,M,56,Managing Director / Principal,,2,
Finland,UNICAMERAL,M,46,Party secretary of the National Coalition Party,,1,
Finland,UNICAMERAL,M,49,Sergeant in the police service,,5,
Finland,UNICAMERAL,M,52,"Head of Department, City of Vantaa",,1,
Finland,UNICAMERAL,F,47,Reporter,,5,
Finland,UNICAMERAL,M,63,Managing director,,2,
Finland,UNICAMERAL,M,37,"Assistant, communications and public affairs",,5,
Finland,UNICAMERAL,M,64,Farmer,,2,
Finland,UNICAMERAL,M,60,Deputy Mayor,,1,
Finland,UNICAMERAL,M,64,Project Manager,,5,
Finland,UNICAMERAL,M,65,Lecturer,,4,
Finland,UNICAMERAL,F,42,Freelance columnist,,5,
Finland,UNICAMERAL,M,60,Chief inspector in the Law and Order Division and Director of the Security Division in city police force,,5,
Finland,UNICAMERAL,M,63,Student,,5,
Finland,UNICAMERAL,M,66,Repairman,,5,
Finland,UNICAMERAL,M,61,Municipal secretary,,1,
Finland,UNICAMERAL,M,53,"Director of child and family work, private foundation",,5,
Finland,UNICAMERAL,F,53,Television journalist,,5,
Finland,UNICAMERAL,F,56,Entrepreneur,,2,
Finland,UNICAMERAL,F,37,Researcher,,4,
Finland,UNICAMERAL,M,58,Managing Director,,2,
Finland,UNICAMERAL,F,40,Entrepreneur,,2,
Finland,UNICAMERAL,F,50,Regional secretary,,1,
Finland,UNICAMERAL,M,47,Researcher,,4,
Finland,UNICAMERAL,F,44,"Farm entrepreneur, Teacher",,2,
Finland,UNICAMERAL,M,39,Supply teacher,,4,
Finland,UNICAMERAL,M,38,Lawyer,,3,
Finland,UNICAMERAL,M,48,Farm entrepreneur,,2,
Finland,UNICAMERAL,M,65,Local-level trade union official,,5,
Finland,UNICAMERAL,F,53,School teacher,,4,
Finland,UNICAMERAL,F,53,Senior Social Worker,,5,
Finland,UNICAMERAL,M,59,Manager,,2,
Finland,UNICAMERAL,F,36,"Student counsellor, teacher",,4,
Finland,UNICAMERAL,F,42,Student,,5,
Finland,UNICAMERAL,M,60,Director,,2,
Finland,UNICAMERAL,F,42,"Farm entrepreneur, Freelance journalist ",,2,
Finland,UNICAMERAL,M,58,Chief shop steward,,5,
Finland,UNICAMERAL,M,51,Managing Director,,2,
Finland,UNICAMERAL,M,61,Farmer,,2,
Finland,UNICAMERAL,M,72,Plumber,,5,
Finland,UNICAMERAL,M,56,Legal adviser of the Social Democratic parliamentary group,,1,
Finland,UNICAMERAL,F,49,Social worker,,5,
Finland,UNICAMERAL,M,64,Lawyer,,3,
Finland,UNICAMERAL,F,38,Special Adviser to the Prime Minister,,1,
Finland,UNICAMERAL,M,66,Stockkeeper,,5,
Finland,UNICAMERAL,F,56,"Nurse, Supervisor ",,5,
Finland,UNICAMERAL,F,34,Technical assistant,,5,
Finland,UNICAMERAL,M,64,Headmaster,,4,
Finland,UNICAMERAL,M,41,"Teacher, Church youth worker",,4,
Finland,UNICAMERAL,M,62,Party secretary of the Centre Party,,1,
Finland,UNICAMERAL,M,62,"Journalist, Sub-Editor",,5,
Finland,UNICAMERAL,M,61,Chief shop steward,,5,
Finland,UNICAMERAL,M,61,Chief shop steward,,5,
Finland,UNICAMERAL,F,55,Lawyer,,3,
Finland,UNICAMERAL,M,46,"Fireman, Entrepreneur",,5,
Finland,UNICAMERAL,M,60,Sub-editor,,5,
Finland,UNICAMERAL,F,44,"Entrepreneur, Freelancer, Teacher",,2,
Finland,UNICAMERAL,M,63,Entrepreneur,,2,
Finland,UNICAMERAL,M,66,"Entrepreneur, Chairman of the board",,2,
Finland,UNICAMERAL,F,38,Student,,5,
Finland,UNICAMERAL,M,51,Farmer,,2,
Finland,UNICAMERAL,F,48,Computer Programmer,,5,
Finland,UNICAMERAL,M,44,Financial Manager,,2,
Finland,UNICAMERAL,F,43,"Teacher, Non-fiction writer ",,4,
Finland,UNICAMERAL,M,64,Mayor,,1,
Finland,UNICAMERAL,F,46,Member of the European Parliament,,1,
Finland,UNICAMERAL,M,61,Farmer,,2,
Finland,UNICAMERAL,M,48,"Development manager, Entrepreneur",,2,
Finland,UNICAMERAL,F,36,Project manager,,5,
Finland,UNICAMERAL,M,45,Managing director,,2,
Finland,UNICAMERAL,F,58,Head of office in the Government of Åland,,1,
Finland,UNICAMERAL,M,70,Comander in the Armed Forces,,5,
Finland,UNICAMERAL,M,62,"Vice president, EIB",,5,
Finland,UNICAMERAL,M,34,Researcher,,4,
Finland,UNICAMERAL,M,66,Director (retired),,2,
Finland,UNICAMERAL,F,52,Physician,,5,
Finland,UNICAMERAL,F,40,"Special Advisor to the Ministers' Group, Swedish People's Party",,1,
Finland,UNICAMERAL,M,46,Farmer,,2,
Finland,UNICAMERAL,M,63,Chaplain,,5,
Finland,UNICAMERAL,M,58,Physical therapist,,5,
Finland,UNICAMERAL,F,36,Special adviser to the Minister of Justice,,1,
Finland,UNICAMERAL,F,47,School teacher,,4,
Finland,UNICAMERAL,M,60,"Party secretary of the National Coalition Party, Farmer",,1,
Finland,UNICAMERAL,M,41,Business service director,,2,
Finland,UNICAMERAL,M,60,Entrepreneur ,,2,
Finland,UNICAMERAL,F,38,MEP Adviser,,5,
Finland,UNICAMERAL,F,46,City counsellor of preventive substance abuse work,,1,
Finland,UNICAMERAL,M,51,Entrepreneur,,2,
Finland,UNICAMERAL,F,44,Special education teacher,,4,
Finland,UNICAMERAL,F,55,Journalist,,5,
Finland,UNICAMERAL,M,63,Political Secretary to the Minister of the Interior,,1,
Finland,UNICAMERAL,F,48,Special education teacher,,4,
Finland,UNICAMERAL,F,67,Farmer,,2,
Finland,UNICAMERAL,F,48,Managing director,,2,
Finland,UNICAMERAL,M,42,Entrepreneur,,2,
Finland,UNICAMERAL,M,58,Chief Shop Steward ,,5,
Finland,UNICAMERAL,M,62,Senior physician,,3,
Finland,UNICAMERAL,M,72,Professor of Zoology,,4,
Finland,UNICAMERAL,M,28,Student,,5,
Finland,UNICAMERAL,M,59,"Musician, Freelance",,5,
Finland,UNICAMERAL,M,62,Research secretary,,4,
Finland,UNICAMERAL,M,47,Farmer,,2,
Finland,UNICAMERAL,F,69,Lecturer of Didactics,,4,
Finland,UNICAMERAL,M,61,Head teacher,,4,
Finland,UNICAMERAL,M,47,Administrative Director,,2,
Finland,UNICAMERAL,m,63,"Entrepreneur, Managing Director / Chairman of the Board",,2,
Finland,UNICAMERAL,F,50,Deputy headmaster,,4,
Finland,UNICAMERAL,M,55,Editor-in-Chief,,5,
Finland,UNICAMERAL,F,54,Journalist,,5,
Finland,UNICAMERAL,F,51,Occupational health physician,,3,
Finland,UNICAMERAL,M,57,Project secretary,,5,
Finland,UNICAMERAL,M,63,Financial Director,,2,
Finland,UNICAMERAL,M,64,"Entrepreneur, Managing Director",,2,
Finland,UNICAMERAL,M,51,Senior Constable,,5,
Finland,UNICAMERAL,M,70,Finnish ambassador to London (retired),,1,
Finland,UNICAMERAL,M,40,Reporter,,5,
Finland,UNICAMERAL,M,45,Social Secretary for the National Coalition Party parliamentary group,,1,
Finland,UNICAMERAL,M,59,Lawyer,,3,
Finland,UNICAMERAL,M,44,Teacher,,4,
Finland,UNICAMERAL,M,35,Managing director,,2,
Finland,UNICAMERAL,F,49,Special nurse,,5,
Finland,UNICAMERAL,F,37,"Project Secretary, lyricist, columnist, ",,5,
Finland,UNICAMERAL,F,44,Information Officer,,5,
Finland,UNICAMERAL,M,64,Secretary of the Commerce Committee of the Finnish Parliament,,1,
Finland,UNICAMERAL,F,34,Secretary-general of the Committee of 100 in Finland,,5,
Finland,UNICAMERAL,M,53,Chaplain,,5,
Finland,UNICAMERAL,M,72,European Ombudsman (retired),,1,
Finland,UNICAMERAL,F,36,MP’s personal assistant,,1,
Finland,UNICAMERAL,F,34,Social Services Director,,1,
Finland,UNICAMERAL,F,67,Practical nurse,,5,
Finland,UNICAMERAL,M,63,Journalist,,5,
Finland,UNICAMERAL,F,53,Member of the European Parliament,,1,
Finland,UNICAMERAL,M,44,Farm entrepreneur,,2,
Finland,UNICAMERAL,F,41,Municipal secretary for National Coalition Party's regional organization,,1,
Finland,UNICAMERAL,M,61,Senior physician in Surgery,,3,
Finland,UNICAMERAL,F,49,Entrepreneur,,2,
Finland,UNICAMERAL,M,64,"Deputy Mayor, Editor-in-chief",,1,
Finland,UNICAMERAL,M,33,Journalist,,5,
Finland,UNICAMERAL,M,59,Municipal manager,,1,
Finland,UNICAMERAL,F,67,Editor (retired),,5,
Finland,UNICAMERAL,M,56,Sheet metal worker,,5,
Finland,UNICAMERAL,F,35,School teacher,,4,
Finland,UNICAMERAL,M,44,Entrepreneur,,2,
Finland,UNICAMERAL,F,49,Principal,,4,
Finland,UNICAMERAL,M,43,Minister of the Environment,,1,
Finland,UNICAMERAL,M,66,Principal,,4,
Finland,UNICAMERAL,M,45,Managing Director,,2,
Finland,UNICAMERAL,F,34,Class teacher,,4,
Finland,UNICAMERAL,F,47,Director,,2,
Finland,UNICAMERAL,F,59,Municipal manager,,1,
Finland,UNICAMERAL,F,41,Teacher,,4,
Finland,UNICAMERAL,F,43,Office worker,,5,
Finland,UNICAMERAL,M,50,"Editor-in-chief, managing director, entrepreneur",,5,
Finland,UNICAMERAL,M,51,Farmer,,2,
Finland,UNICAMERAL,M,61,Entrepreneur,,2,
Finland,UNICAMERAL,F,38,Researcher,,4,
Finland,UNICAMERAL,F,45,Marketing manager,,2,
Finland,UNICAMERAL,M,58,Managing Director,,2,
Finland,UNICAMERAL,M,59,"Training manager, psychologist, musician, song writer and composer ",,3,
Finland,UNICAMERAL,M,65,Deputy district Police Chief,,5,
Finland,UNICAMERAL,M,43,"Regional liaison for Western Finland, Social Democratic Group in the European Parliament",,1,
Finland,UNICAMERAL,M,64,Member of the European Parliament,,1,
Finland,UNICAMERAL,F,55,Specialized nurse,,5,
Finland,UNICAMERAL,M,58,"Local union official, factory worker",,5,
Finland,UNICAMERAL,M,56,Student,,5,
France,UPPER,M,25/08/1945,Agriculteur,,2,
France,UPPER,M,07/05/1942,Ingénieur général des ponts et chaussées,,3,
France,UPPER,M,13/04/1936,Avocat,,3,
France,UPPER,F,29/07/1947,Secrétaire comptable,,5,
France,UPPER,M,30/03/1950,Directeur territorial,,1,
France,UPPER,F,06/02/1947,Directrice d'établissement médico-social public,,1,
France,UPPER,M,29/06/1947,Directeur général de Chambre de Commerce et d'Industrie,,2,
France,UPPER,M,15/03/1940,Médecin du travail,,3,
France,UPPER,M,18/09/1944,Principal de collège,,4,
France,UPPER,M,29/01/1966,Formateur,,4,
France,UPPER,M,30/05/1951,Avocat,,3,
France,UPPER,M,07/10/1944,Expert comptable,,3,
France,UPPER,F,02/10/1958,Directrice de communication,,5,
France,UPPER,M,16/06/1959,Professeur d'histoire-géographie,,4,
France,UPPER,M,18/01/1947,Enseignant,,4,
France,UPPER,M,16/06/1935,Médecin,,3,
France,UPPER,M,30/03/1928,"Avocat, professeur d'Université",,3,
France,UPPER,M,03/01/1943,"Ingénieur général du Génie rural, des Eaux et Forêts",,3,
France,UPPER,M,28/01/1940,Agriculteur ,,2,
France,UPPER,M,03/03/1940,Chirurgien,,3,
France,UPPER,M,17/11/1946,Président-directeur général d'un groupe de presse,,5,
France,UPPER,F,22/11/1946,Professeur des écoles,,4,
France,UPPER,M,29/02/1940,Docteur vétérinaire,,3,
France,UPPER,M,10/10/1939,Chef d'entreprise,,2,
France,UPPER,M,30/12/1951,Juriste,,3,
France,UPPER,M,11/07/1936,Professeur d'université,,4,
France,UPPER,M,19/02/1946,Cadre de CCI ,,5,
France,UPPER,M,16/01/1944,Sans profession déclarée,,6,
France,UPPER,M,03/03/1940,Ingénieur EDF,,3,
France,UPPER,M,01/07/1948,Agent d'assurances,,2,
France,UPPER,M,19/04/1948,Avocat,,3,
France,UPPER,M,21/03/1953,Comptable,,3,
France,UPPER,M,19/02/1958,Professeur des écoles,,4,
France,UPPER,M,15/05/1936,Agriculteur,,2,
France,UPPER,M,30/08/1947,Docteur vétérinaire ,,3,
France,UPPER,M,21/10/1939,Médecin neuro-psychiatre,,3,
France,UPPER,M,29/01/1937,Médecin,,3,
France,UPPER,F,22/09/1952,Professeur de biologie,,4,
France,UPPER,F,20/01/1947,Enseignante,,4,
France,UPPER,M,22/06/1950,Avocat,,3,
France,UPPER,M,08/08/1942,Professeur de collège,,4,
France,UPPER,F,11/08/1958,Attachée parlementaire,,1,
France,UPPER,M,21/06/1945,Docteur vétérinaire,,3,
France,UPPER,M,30/08/1937,Industriel,,2,
France,UPPER,F,08/12/1945,Attachée principale d'administration,,2,
France,UPPER,M,09/12/1951,Aviculteur,,2,
France,UPPER,M,04/09/1950,Instituteur,,4,
France,UPPER,F,24/07/1956,Juriste internationale,,3,
France,UPPER,M,25/01/1938,Professeur d'université,,4,
France,UPPER,M,23/07/1952,Employé,,5,
France,UPPER,F,28/05/1945,Professeure agrégée,,4,
France,UPPER,F,26/01/1941,Ingénieur,,3,
France,UPPER,M,23/11/1956,Professeur agrégé d'allemand,,4,
France,UPPER,M,04/01/1937,Agriculteur,,2,
France,UPPER,M,21/10/1947,Docteur vétérinaire,,2,
France,UPPER,F,10/06/1947,Cadre de direction,,2,
France,UPPER,F,26/10/1942,Cadre hospitalier ,,5,
France,UPPER,M,28/08/1963,Avocat,,3,
France,UPPER,M,08/11/1951,Fonctionnaire,,1,
France,UPPER,M,08/03/1948,Chef d'entreprise,,2,
France,UPPER,F,27/07/1951,Sans profession déclarée,,6,
France,UPPER,M,02/07/1933,Directeur de sociétés,,2,
France,UPPER,M,09/06/1948,Agent technique,,5,
France,UPPER,M,04/12/1944,Instituteur,,4,
France,UPPER,F,27/03/1949,Directrice d'école,,4,
France,UPPER,M,07/09/1938,Agriculteur,,2,
France,UPPER,M,27/04/1939,Médecin,,3,
France,UPPER,F,20/06/1942,Professeur de lettres,,4,
France,UPPER,M,19/12/1934,Agriculteur,,2,
France,UPPER,M,20/04/1948,Cadre territorial,,1,
France,UPPER,M,15/03/1943,Chef d'entreprise,,2,
France,UPPER,M,08/11/1942,Cadre de l'industrie,,2,
France,UPPER,M,09/03/1939,Conseiller du commerce extérieur,,5,
France,UPPER,M,16/01/1934,Administrateur de sociétés,,2,
France,UPPER,M,11/07/1943,Directeur général au Parlement européen,,1,
France,UPPER,M,10/04/1944,Directeur de Cabinet,,1,
France,UPPER,M,20/06/1947,Professeur agrégé de Lettres Classiques,,4,
France,UPPER,M,18/07/1945,Professeur agrégé de philosophie,,4,
France,UPPER,M,06/02/1952,Opticien-Audioprothésiste,,5,
France,UPPER,M,16/09/1946,Professeur d'université,,4,
France,UPPER,M,24/02/1943,Instituteur,,4,
France,UPPER,M,20/05/1951,Attaché principal de préfecture,,5,
France,UPPER,F,27/08/1947,Consultante formatrice,,2,
France,UPPER,M,08/12/1962,Chef de projet en informatique,,5,
France,UPPER,M,20/09/1950,Sapeur-pompier professionnel,,5,
France,UPPER,M,23/02/1943,Pharmacien,,5,
France,UPPER,M,04/04/1925,Président directeur général de sociétés,,2,
France,UPPER,M,23/02/1947,Professeur de physique,,4,
France,UPPER,M,26/01/1935,Inspecteur général de l'équipement,,1,
France,UPPER,M,22/04/1955,Professeur,,4,
France,UPPER,F,17/01/1963,Acheteuse en informatique,,2,
France,UPPER,F,23/05/1957,Gérante de société,,2,
France,UPPER,M,10/11/1942,Rédacteur en chef de radio,,5,
France,UPPER,M,08/05/1943,Instituteur,,4,
France,UPPER,F,18/06/1947,Secrétaire,,5,
France,UPPER,F,14/05/1954,Directrice de centre d'information et d'orientation ,,5,
France,UPPER,M,24/07/1947,Professeur d'éducation physique et sportive,,4,
France,UPPER,M,16/08/1928,Agriculteur,,2,
France,UPPER,M,01/11/1944,Pharmacien,,5,
France,UPPER,F,24/02/1953,Médecin,,3,
France,UPPER,F,26/05/1950,Avocat à la cour,,1,
France,UPPER,M,06/09/1952,Directeur de centre socio-culturel,,5,
France,UPPER,F,06/09/1950,Assistante sociale,,5,
France,UPPER,M,29/04/1953,Agent EDF,,1,
France,UPPER,M,21/12/1954,Conseiller de Chambre Régionale des Comptes,,1,
France,UPPER,F,14/03/1948,Professeur de collège,,4,
